taxid	scientific_name	kegg
52	Chondromyces crocatus	ccro
5207	Cryptococcus neoformans	Cryptococcus
521098	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	aac
5217	Tremella mesenterica	tms
522373	Stenotrophomonas maltophilia K279a	sml
523844	Methanosarcina thermophila TM-1	mthr
52644	Haliaeetus leucocephalus	hle
52670	Austrofundulus limnaeus	alim
52694	Acetobacterium wieringae	awi
5270	Ustilago maydis	uma
52773	Schaalia meyeri	amy
528191	Paenibacillus xylanexedens	pxl
528244	Azospirillum thiophilum	ati
529507	Proteus mirabilis HI4320	pmr
5297	Puccinia graminis	pgr
530584	Prauserella marina	pmad
531844	Flavobacteriaceae bacterium 3519-10	fba
5334	Schizophyllum commune	scm
53345	Enterococcus durans	edu
53346	Enterococcus mundtii	emu
53406	Pseudomonas anguilliseptica	53406
53408	Pseudomonas citronellolis	pcq
5341	Agaricus bisporus	abp
5346	Coprinopsis cinerea	cci
53485	Pyrenophora teres	pte
53501	Thalassobius gelatinovorus	tgl
535712	Candidatus Rhodoluna planktonica	rpla
537971	Helicobacter cinaedi CCUG 18818	hcb
538381	Stappia indica	siw
539	Eikenella corrodens	ecor
53952	Thermococcus peptonophilus	tpep
54005	Peptoniphilus harei	phar
540747	Roseovarius indicus	rid
54262	Thermococcus chitonophagus	tch
54291	Raoultella ornithinolytica	ror
543639	Dermacentor silvarum	dsv
543728	Variovorax paradoxus S110	vap
544580	Actinomyces oris	aos
547144	Hydrogenobaculum sp. HO	hho
5476	Candida albicans	cal
5478	Candida glabrata	cgr
548	Klebsiella aerogenes	eae
5480	Candida parapsilosis	5480
5482	Candida tropicalis	ctp
549	Pantoea agglomerans	Pantoea
54911	Brevibacillus choshinensis	bchs
5501	Coccidioides immitis	cim
5507	Fusarium oxysporum	Fusarium
551115	'Nostoc azollae' 0708	naz
5514	Fusarium sporotrichioides	5514
5518	Fusarium graminearum	fgr
55188	Citrus unshiu	55188
551996	Mucilaginibacter gossypii	mgos
552467	Cryptococcus gattii	Cryptococcus
552531	Bifidobacterium animalis subsp. lactis BB-12	bbb
553239	Vibrio breoganii	vbr
553510	Streptomyces gilvosporeus	sgv
553611	Photobacterium leiognathi	553611
5539	Scytalidium lignicola	5539
554065	Chlorella variabilis	cvr
55513	Pistacia vera	pvy
555217	Zymomonas mobilis subsp. mobilis ATCC 10988	zmm
55529	Guillardia theta	gtt
55601	Vibrio anguillarum	van
556325	Neomicrococcus aestuarii	nae
55661	Cuculus canorus	cuca
557436	Lactobacillus reuteri DSM 20016	lre
557599	Mycobacterium kansasii ATCC 12478	mkn
557723	Glaesserella parasuis SH0165	hap
55802	Thermococcus barophilus	tba
558152	Chryseobacterium piperi	cpip
55952	Streptomyces toyocaensis	55952
5599	Alternaria alternata	Alternaria
560555	Mycobacterium mantenii	mman
561061	Sphingobacterium psychroaquaticum	spsc
561184	Mameliella alba	malu
561230	Pectobacterium carotovorum subsp. carotovorum PC1	pct
5627	Grifola frondosa	5627
56458	Xanthomonas sacchari	xsa
56459	Xanthomonas vasicola	xva
56460	Xanthomonas vesicatoria	xve
565033	Geoglobus acetivorans	gac
565034	Brachyspira hyodysenteriae WA1	bhy
5660	Leishmania braziliensis	Leishmania
5664	Leishmania major	lma
56689	Mycolicibacterium mucogenicum	mmuc
5671	Leishmania infantum	lif
56716	Cottoperca gobio	cgob
56730	Rhizobium gallicum	rga
5679	Leishmania panamensis	lpan
568076	Metarhizium robertsii	maj
568706	Bordetella pertussis 18323	bper
569	Hafnia alvei	hav
5691	Trypanosoma brucei	tbr
5693	Trypanosoma cruzi	tcr
56956	Thermus brockianus	tbc
570417	Wolbachia endosymbiont of Culex quinquefasciatus Pel	wpi
571	Klebsiella oxytoca	kok
571913	Luteipulveratus mongoliensis	lmoi
571915	Corynebacterium mustelae	cmv
5722	Trichomonas vaginalis	tva
573	Klebsiella pneumoniae	kpn
573501	Leeuwenhoekiella palythoae	lpal
573570	Francisella uliginis	frx
573658	Candidatus Hodgkinia cicadicola	hci
5759	Entamoeba histolytica	ehi
5762	Naegleria gruberi	ngr
576611	Polynucleobacter asymbioticus	pnu
57704	Tsukamurella tyrosinosolvens	tsm
5786	Dictyostelium purpureum	dpp
579138	Zymomonas mobilis subsp. pomaceae ATCC 29192	zmp
57918	Fragaria vesca	fve
580327	Thermoanaerobacterium thermosaccharolyticum DSM 571	ttm
58049	Colwellia sp. MT41	com
5811	Toxoplasma gondii	tgo
582	Morganella morganii	mmk
5821	Plasmodium berghei	pbe
582419	Thermococcus paralvinellae	ths
5825	Plasmodium chabaudi	pcb
5827	Plasmodium cynomolgi	pcy
582702	Rhodanobacter glycinis	rgl
582899	Hyphomicrobium denitrificans ATCC 51888	hdn
5833	Plasmodium falciparum	pfa
58346	Streptomyces platensis	spla
584	Proteus mirabilis	pmr
585	Proteus vulgaris	pvg
5850	Plasmodium knowlesi	pkn
585423	Synechococcus sp. KORDI-49	synr
585425	Synechococcus sp. KORDI-52	synd
5855	Plasmodium vivax	pvx
5860	Plasmodium vinckei	pvv
586416	Terribacillus aidingensis	taid
5865	Babesia bovis	bbo
5866	Babesia bigemina	bbig
587	Providencia rettgeri	prg
5874	Theileria annulata	tan
5875	Theileria parva	tpv
587753	Pseudomonas chlororaphis	pch
588	Providencia stuartii	psi
588726	Kazachstania naganishii	kng
5888	Paramecium tetraurelia	ptm
588898	Haloterrigena daqingensis	hda
588932	Brevundimonas naejangsanensis	bne
589873	Alteromonas australica	aal
5911	Tetrahymena thermophila	tet
591936	Piliocolobus tephrosceles	pteh
592316	Pantoea sp. At-9b	pao
59463	Myotis lucifugus	mlf
594679	Allofrancisella guangzhouensis	fgu
59479	Rhinolophus ferrumequinum	rfq
59505	Actinotignum schaalii	asg
595537	Variovorax paradoxus EPS	vpe
596153	Alicycliphilus denitrificans BC	adn
596154	Alicycliphilus denitrificans K601	adk
59689	Arabidopsis lyrata	aly
59729	Taeniopygia guttata	tgu
597362	Agaricus bisporus var. burnettii JB137-S8	abp
59748	Candidatus Phytoplasma australiense	pal
59814	Pantoea dispersa	pdis
59894	Ficedula albicollis	fab
59895	Cynara cardunculus var. scolymus	ccav
60137	Sulfitobacter pontiacus	spot
60711	Chlorocebus sabaeus	csab
6087	Hydra vulgaris	hmg
610380	Harpegnathos saltator	hst
61221	Varanus komodoensis	vko
614	Serratia liquefaciens	slq
61621	Rhinopithecus bieti	rbb
61622	Rhinopithecus roxellana	rro
61646	Lelliottia amnigena	laz
61647	Pluralibacter gergoviae	pge
61648	Kluyvera intermedia	kie
61652	Serratia rubidaea	srz
616991	Arenibacter algicola	aalg
6183	Schistosoma mansoni	smm
6185	Schistosoma haematobium	shx
61853	Nomascus leucogenys	nle
6192	Fasciola hepatica	6192
6198	Opisthorchis viverrini	ovi
6210	Echinococcus granulosus	Echinococcus
6238	Caenorhabditis briggsae	cbr
6239	Caenorhabditis elegans	cel
6253	Ascaris suum	6253
626418	Burkholderia glumae BGR1	bgl
626937	Christensenella minuta	cmiu
627192	Sphingobium sp. SYK-6	ssy
6279	Brugia malayi	bmy
6280	Brugia pahangi	web
631	Yersinia intermedia	yin
63186	Zobellia galactanivorans	zga
632772	Rhodococcus opacus B4	rop
633	Yersinia pseudotuberculosis	yps
6334	Trichinella spiralis	tsp
633807	Vagococcus penaei	vpi
634113	Candidatus Arsenophonus lipoptenae	asy
634176	Aggregatibacter aphrophilus NJ8700	aap
634452	Acetobacter pasteurianus IFO 3283-01	apt
634497	Haloarcula hispanica ATCC 33960	hhi
634499	Erwinia pyrifoliae Ep1/96	epy
63459	Chenopodium quinoa	cqi
636	Edwardsiella tarda	etr
637389	Acidithiobacillus caldus ATCC 51756	acz
640510	Burkholderia sp. CCGE1001	bug
640512	Burkholderia sp. CCGE1003	bgf
64091	Halobacterium salinarum NRC-1	hal
6412	Helobdella robusta	hro
64176	Podarcis muralis	pmua
643674	Paenalcaligenes hominis	phn
644281	Methanocaldococcus sp. FS406-22	mfs
64471	Synechococcus sp. CC9311	syg
646	Aeromonas sobria	646
648794	Aeromonas rivuli	ariv
649756	Anaerostipes hadrus	bprl
649831	Actinoplanes sp. N902-109	actn
650	Aeromonas jandaei	ajd
65058	Corynebacterium ulcerans	cul
65093	Halothece sp. PCC 7418	hao
651561	Chryseobacterium arthrosphaerae	carh
652	Aeromonas schubertii	asr
652103	Rhodopseudomonas palustris DX-1	rpx
6526	Biomphalaria glabrata	bgt
654	Aeromonas veronii	avr
655015	Methylocystis bryophila	mbry
656178	Pandoraea vervacti	pve
656179	Pandoraea faecigallinarum	pfg
656366	Arthrobacter alpinus	aaq
656519	Halanaerobium hydrogeniformans	has
65700	Erwinia tracheiphila	etp
6573	Mizuhopecten yessoensis	myi
657322	Faecalibacterium prausnitzii SL3/3	fpa
657323	Ruminococcus sp. SR1/5	rum
66084	Wolbachia sp. wRi	wri
66269	Pantoea stewartii	pstw
663	Vibrio alginolyticus	vag
66420	Papilio xuthus	pxu
665029	Erwinia amylovora CFBP1430	eam
665571	Spirochaeta thermophila DSM 6192	sta
666685	Rhodanobacter denitrificans	rhd
666686	Bacillus sp. 1NLA3E	baci
6669	Daphnia pulex	dpx
6689	Penaeus vannamei	pvm
669	Vibrio harveyi	vhr
669041	Tenacibaculum dicentrarchi	tdi
669502	Candidatus Profftella armatura	ssdc
66969	Legionella waltersii	lwa
670	Vibrio parahaemolyticus	vpa
670052	Cryobacterium arcticum	cart
670307	Hyphomicrobium denitrificans 1NES1	hdt
671143	Candidatus Methylomirabilis oxyfera	mox
672	Vibrio vulnificus	vvu
67267	Streptomyces alboflavus	salf
67281	Streptomyces californicus	scal
673	Grimontia hollisae	gho
67304	Streptomyces griseorubiginosus	sge
673860	Aciduliprofundum sp. MAR08-339	acf
673862	Candidatus Babela massiliensis	dpb
674	Vibrio mimicus	vmi
674703	Rhodoplanes sp. Z2-YC6860	rhz
67593	Phytophthora sojae	psoj
676	Vibrio fluvialis	vfl
67780	Edwardsiella ictaluri	eic
679318	Rhodococcus sp. WMMA185	rhw
679936	Sulfobacillus acidophilus DSM 10332	sap
681645	Corynebacterium pseudotuberculosis C231	cpq
68214	Streptomyces griseochromogenes	sgs
68249	Streptomyces pactum	spac
684658	Aphidius gifuensis	agif
68570	Streptomyces albulus	salu
686578	Pseudomonas sp. S9	686578
686597	Martelella sp. AD-3	maad
68886	Theileria orientalis	tot
68895	Cupriavidus basilensis	cbw
689	Vibrio mediterranei	vsh
69	Lysobacter enzymogenes	lez
691	Vibrio natriegens	vna
69293	Gasterosteus aculeatus	gat
69319	Microplitis demolitor	mdl
69328	Pseudomonas sp. VLB120	psv
69395	Caulobacter henricii	chq
6941	Rhipicephalus microplus	rmp
6945	Ixodes scapularis	isc
694569	Aggregatibacter actinomycetemcomitans D7S-1	aan
6956	Dermatophagoides pteronyssinus	dpte
696748	Actinobacillus suis H91-0380	asi
6973	Blattella germanica	bbl
698737	Staphylococcus lugdunensis HKU09-01	slg
69896	Candidatus Phytoplasma solani	psol
698964	Corynebacterium diphtheriae PW8	cdw
701042	Mycobacterium marseillense	mmal
701347	Enterobacter lignolyticus SCF1	esc
702113	Novosphingobium sp. PP1Y	npp
702114	Methylomonas koyamae	mko
702459	Bifidobacterium bifidum PRL2010	bbp
7029	Acyrthosiphon pisum	api
703	Plesiomonas shigelloides	pshi
70346	Acinetobacter variabilis	avb
7038	Bemisia tabaci	btab
70448	Ostreococcus tauri	ota
706191	Pantoea ananatis LMG 20103	pam
7070	Tribolium castaneum	tca
708126	Jeotgalibaca dankookensis	jda
7091	Bombyx mori	bmor
710243	Colletotrichum fioriniae	cfj
71139	Eucalyptus grandis	egr
712122	Actinomyces sp. oral taxon 414	acq
712357	Leptotrichia sp. oral taxon 212	leo
712411	Olsenella sp. oral taxon 807	olo
712898	Pantoea vagans C9-1	pva
713030	Selenomonas sp. oral taxon 136	selo
713604	Amycolatopsis mediterranei S699	amn
714	Aggregatibacter actinomycetemcomitans	aat
71421	Haemophilus influenzae Rd KW20	hin
71452	Enterococcus raffinosus	eraf
7159	Aedes aegypti	aag
7160	Aedes albopictus	aalb
7165	Anopheles gambiae	aga
716541	Enterobacter cloacae subsp. cloacae ATCC 13047	enc
716816	Oceanicoccus sagamiensis	osg
7173	Anopheles arabiensis	aara
7176	Culex quinquefasciatus	cqu
717785	Hyphomicrobium sp. MC1	hmc
718252	Faecalibacterium prausnitzii L2-6	fpr
71999	Kocuria palustris	kpl
72004	Bos mutus	bom
72036	Lepeophtheirus salmonis	lsm
7209	Loa loa	loa
7213	Ceratitis capitata	ccat
7217	Drosophila ananassae	dan
7220	Drosophila erecta	der
7222	Drosophila grimshawi	dgr
722438	Mycoplasma pneumoniae FH	mpj
7227	Drosophila melanogaster	dme
7230	Drosophila mojavensis	dmo
7232	Drosophila navojoa	dnv
7234	Drosophila persimilis	dpe
72359	Trachipleistophora hominis	72359
7237	Drosophila pseudoobscura	dpo
7238	Drosophila sechellia	dse
7240	Drosophila simulans	dsi
7244	Drosophila virilis	dvi
7245	Drosophila yakuba	dya
7260	Drosophila willistoni	dwi
72664	Eutrema salsugineum	eus
72758	Staphylococcus capitis subsp. capitis	scap
728	Avibacterium paragallinarum	apag
73010	Aeromonas encheleia	ael
73044	Streptomyces seoulensis	sseo
732	Aggregatibacter aphrophilus	aap
735	Haemophilus parahaemolyticus	hpaa
73501	Cordyceps militaris	cmt
7370	Musca domestica	mde
7375	Lucilia cuprina	lcq
739	Aggregatibacter segnis	aseg
7425	Nasonia vitripennis	nvi
743721	Pseudoxanthomonas suwonensis 11-1	psu
743722	Sphingobacterium sp. 21	shg
743965	Mycoplasma putrefaciens KS1	mpf
74426	Collinsella aerofaciens	caer
745277	Rahnella aquatilis CIP 78.65 = ATCC 33071	raq
745310	Sphingomonas sp. MM-1	sphm
74533	Panthera tigris altaica	ptg
7460	Apis mellifera	ame
746128	Aspergillus fumigatus	afm
74649	Rosa chinensis	rcn
747	Pasteurella multocida	pmu
748247	Azoarcus sp. KH32C	aza
748280	Pseudogulbenkiania sp. NH8B	pse
7493	Trichogramma pretiosum	tpre
74940	Oncorhynchus tshawytscha	otw
74969	Ferroplasma acidiphilum	fai
749927	Amycolatopsis mediterranei U32	amd
75105	Paraburkholderia caribensis	bcai
751944	Halobacterium sp. DL1	hdl
75293	Streptomyces autolyticus	sauo
75366	Sinocyclocheilus grahami	sgh
7539	Leptinotarsa decemlineata	ldc
754252	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	pfr
754409	Winogradskyella sp. PG-2	win
754476	Methylophaga nitratireducenticrescens	mej
754477	Methylophaga frappieri	mec
755731	Clostridium sp. BNL1100	clb
75658	Campylobacter lanienae	clx
756892	Acinetobacter indicus	aid
7574	Lingula anatina	lak
757424	Herbaspirillum seropedicae SmR1	hse
758802	Mycolicibacterium litorale	mll
758803	Nocardiopsis flavescens	nfe
75906	Thermocrinis ruber	trd
759362	Ketogulonicigenium vulgare WSH-001	kvl
759620	Weissella ceti	wce
759811	Lysinibacillus pakistanensis	lpak
75985	Mannheimia haemolytica	mht
759913	Streptococcus dysgalactiae subsp. equisimilis AC-2713	sdc
759914	Brachyspira pilosicoli 95/1000	bpo
76123	Prevotella enoeca	peo
76193	Papilio machaon	pmac
762376	Achromobacter xylosoxidans A8	axy
765869	Bdellovibrio bacteriovorus W	bbw
7668	Strongylocentrotus purpuratus	spu
76731	Roseateles depolymerans	rdp
76759	Pseudomonas monteilii	pmon
76832	Myroides odoratimimus	mod
76859	Fusobacterium nucleatum subsp. animalis	fus
76869	Pseudomonas putida GB-1	ppg
76936	Helicobacter typhlonius	hty
77095	Prevotella bryantii	pby
77166	Dendroctonus ponderosae	dpa
7719	Ciona intestinalis	cin
7739	Branchiostoma floridae	bfo
77635	Bifidobacterium subtile	bsue
779	Ehrlichia ruminantium	eru
7868	Callorhinchus milii	cmk
7897	Latimeria chalumnae	lcm
7918	Lepisosteus oculatus	loc
794846	Sinorhizobium sp. CCBAU 05631	sino
794903	Opitutaceae bacterium TAV5	obt
7955	Danio rerio	dre
795665	Hydrogenophaga sp. PBC	hyb
7957	Carassius auratus	caua
79604	Denitrobacterium detoxificans	ddt
7962	Cyprinus carpio	ccar
79782	Cimex lectularius	clec
798128	Thermus thermophilus JL-18	ttl
7994	Astyanax mexicanus	amex
7998	Ictalurus punctatus	ipu
8005	Electrophorus electricus	eee
8010	Esox lucius	els
8022	Oncorhynchus mykiss	omy
8030	Salmo salar	sasa
8032	Salmo trutta	stru
80637	Coniophora puteana	cput
807	Bartonella elizabethae	bez
8081	Poecilia reticulata	pret
8083	Xiphophorus maculatus	xma
80852	Aliivibrio wodanis	awd
80854	Moritella viscosa	mvs
80884	Colletotrichum higginsianum	chig
8090	Oryzias latipes	ola
80972	Amphiprion ocellaris	aoce
8128	Oreochromis niloticus	onl
813	Chlamydia trachomatis	ctr
81408	Parageobacillus caldoxylosilyticus	pcal
81479	Rhodoferax antarcticus	rac
8167	Perca flavescens	pflv
81824	Monosiga brevicollis	mbr
8187	Lates calcarifer	lcf
81985	Capsella rubella	crb
820	Bacteroides uniformis	bun
82367	Paracoccus pantotrophus	ppan
82380	Microbacterium oxydans	moy
824	Campylobacter gracilis	cgra
82508	Trichosporon asahii	tasa
82633	Cupriavidus pauculus	cpau
82654	Pseudanabaena sp. PCC 7367	pseu
827	Campylobacter ureolyticus	cure
82985	Pragia fontium	pfq
82996	Serratia plymuthica	srr
83219	Sulfitobacter mediterraneus	smed
83262	Mycobacteroides immunogenum	miz
83263	Aminobacter aminovorans	aak
83332	Mycobacterium tuberculosis H37Rv	mtu
83344	Pseudocercospora fijiensis	pfj
8355	Xenopus laevis	xla
83559	Chlamydia suis	csui
83560	Chlamydia muridarum	cmu
8364	Xenopus tropicalis	xtr
83655	Leclercia adecarboxylata	lax
83656	Streptomyces tsukubensis	stsu
83683	Lactobacillus amylolyticus	lamy
838561	Spiroplasma mirum ATCC 29335	smir
84022	Clostridium aceticum	cace
84135	Gemella sanguinis	gsa
84292	Microbacterium chocolatum	mcw
84531	Lysobacter antibioticus	lab
8469	Chelonia mydas	cmy
847	Oxalobacter formigenes	ofo
84751	Pseudozyma flocculosa	pfp
8479	Chrysemys picta	cpic
8496	Alligator mississippiensis	amj
8502	Crocodylus porosus	cpoo
85066	Corvus brachyrhynchos	cbrc
85581	Photobacterium damselae subsp. damselae	pds
85643	Thauera sp. MZ1T	tmz
856793	Micavibrio aeruginosavorus ARL-13	mai
85681	Citrus clementina	cic
85692	Triticum dicoccoides	tdc
85701	Bartonella tribocorum	btr
859	Fusobacterium necrophorum	fnf
859194	Mycoplasma haemofelis Ohio2	mhf
85962	Helicobacter pylori 26695	hpy
85963	Helicobacter pylori J99	hpj
859657	Ralstonia solanacearum PSI07	rsl
85968	Mycolicibacterium brumae	mbrm
85982	Serpula lacrymans	sla
860235	Kibdelosporangium phytohabitans	kphy
86029	Bacillus subtilis subsp. natto	bso
86102	Idiomarina abyssalis	iab
862751	Streptomyces sp. SirexAA-E	ssx
862967	Streptococcus intermedius B196	sib
862969	Streptococcus constellatus subsp. pharyngis C1050	scg
862970	Streptococcus anginosus C1051	sang
862971	Streptococcus anginosus C238	sanc
86416	Clostridium pasteurianum BC1	cpas
866775	Aerococcus urinae ACS-120-V-Col10a	aur
866790	Methanothermobacter sp. CaT2	metc
867900	Cellulophaga lytica DSM 7489	cly
867902	Ornithobacterium rhinotracheale DSM 15997	orh
868131	Methanobacterium paludis	mew
869211	Spirochaeta thermophila DSM 6578	stq
87541	Aerococcus christensenii	acg
876364	Cupriavidus sp. USMAA2-4	cuu
877455	Methanobacterium lacus	mel
8790	Dromaius novaehollandiae	dne
879274	Shinella sp. HZN7	shz
88036	Selaginella moellendorffii	smo
880447	Mycoplasma leachii PG50	mlc
880591	Ketogulonicigenium vulgare Y25	kvu
881621	Listeria ivanovii subsp. ivanovii PAM 55	liv
8839	Anas platyrhynchos	apla
88431	Dorea longicatena	dlo
8845	Anser cygnoides	acyg
886882	Paenibacillus polymyxa SC2	ppm
888845	Minicystis rosea	mrm
889453	Alkalitalea saponilacus	asx
89059	Lactobacillus acidipiscis	laca
89093	Ignavigranum ruoffiae	iru
891974	Plautia stali symbiont	psts
8932	Columba livia	clv
89462	Bubalus bubalis	bbub
897	Desulfococcus multivorans	dml
8996	Numida meleagris	nmel
901	Desulfovibrio piger	dpg
90245	Oligella urethralis	our
9031	Gallus gallus	gga
903503	Candidatus Moranella endobia PCIT	men
90371	Salmonella enterica subsp. enterica serovar Typhimurium	stm
904291	Microbacterium sediminis	msed
9054	Phasianus colchicus	pcoc
906689	Dendrobium catenatum	dct
90675	Camelina sativa	csat
907239	Helicobacter pylori SouthAfrica7	hes
907287	Mycoplasma hyopneumoniae 168	mhn
9103	Meleagris gallopavo	mgp
911045	Pseudovibrio sp. FO-BEG1	psf
9135	Serinus canaria	scan
914150	Kangiella geojedonensis	kge
9157	Parus major	pmaj
91604	Candidatus Paracaedibacter acanthamoebae	paca
9233	Aptenodytes forsteri	afor
9238	Pygoscelis adeliae	padl
9258	Ornithorhynchus anatinus	oaa
92637	Metarhizium acridum	maw
92645	Herbaspirillum frisingense	hfr
92647	Paraburkholderia tropica	ptro
927083	Sandaracinus amylolyticus	samy
92947	Ketogulonicigenium robustum	kro
929506	Clostridium botulinum BKT015925	cbn
930	Acidithiobacillus thiooxidans	atx
930166	Pseudomonas brassicacearum	pba
9305	Sarcophilus harrisii	shr
93064	Sphingomonas koreensis	skr
930805	Halioglobus japonicus	hja
930945	Sulfolobus islandicus REY15A	sir
93218	Pandoraea apista	papi
93219	Pandoraea norimbergensis	pnr
93220	Pandoraea pnomenusa	ppk
93221	Pandoraea pulmonicola	ppul
93222	Pandoraea sputorum	pspu
932677	Pantoea ananatis AJ13355	paj
93378	Edwardsiella hoshinae	eho
9361	Dasypus novemcinctus	dnm
937773	Staphylococcus pseudintermedius HKU10-03	ssd
937774	Taylorella equigenitalis MCE9	teq
93934	Coturnix japonica	cjo
93973	Shewanella japonica	sja
940190	Melissococcus plutonius ATCC 35311	mps
9402	Pteropus alecto	pale
94122	Shewanella sp. ANA-3	shn
943347	Dehalogenimonas sp. WBC-2	dew
943830	Tardiphaga robiniae	trb
943945	Mycoplasma fermentans M64	mfm
944547	Arcobacter sp. L	arc
945021	Tetragenococcus halophilus NBRC 12172	thl
945712	Corynebacterium ulcerans BR-AD22	cul
94624	Bordetella petrii	bpt
946333	Rhizobacter gummiphilus	rgu
946362	Salpingoeca rosetta	sre
94827	Tinamus guttatus	tgt
9483	Callithrix jacchus	cjc
94869	Clostridium gasigenes	cgas
9531	Cercocebus atys	caty
9541	Macaca fascicularis	mcf
9544	Macaca mulatta	mcc
95486	Burkholderia cenocepacia	bch
955	Wolbachia pipientis	wpp
9555	Papio anubis	panu
9565	Theropithecus gelada	tge
9593	Gorilla gorilla	ggo
9595	Gorilla gorilla gorilla	ggo
9597	Pan paniscus	pps
9598	Pan troglodytes	ptr
9601	Pongo abelii	pon
9606	Homo sapiens	hsa
9612	Canis lupus	cfa
9615	Canis lupus familiaris	cfa
9627	Vulpes vulpes	vvp
9643	Ursus americanus	uar
9646	Ailuropoda melanoleuca	aml
9668	Mustela putorius	mpuf
9669	Mustela putorius furo	mpuf
96773	Thauera chlorobenzoica	tcl
9685	Felis catus	fca
9691	Panthera pardus	ppad
9694	Panthera tigris	ptg
9707	Odobenus rosmarus	oro
9708	Odobenus rosmarus divergens	oro
97096	Eutypa lata	ela
971	Selenomonas ruminantium	sri
9733	Orcinus orca	oor
97481	Pasteurella skyensis	psky
9749	Delphinapterus leucas	dle
9755	Physeter catodon	pcad
9767	Balaenoptera acutorostrata	bacu
97700	Quercus lobata	qlo
9778	Trichechus manatus	tmu
9785	Loxodonta africana	lav
9796	Equus caballus	ecb
980251	Mariniblastus fucicola	mff
981085	Morus notabilis	mnt
981384	Ruegeria conchae	rcon
98228	Bacillus sp. OxB-1	baco
9823	Sus scrofa	ssc
983544	Lacinutrix sp. 5H-3-7-4	lan
983545	Glaciecola sp. 4H-3-7+YE-5	gag
983548	Dokdonia sp. 4H-3-7-5	kdi
9838	Camelus dromedarius	cdk
984892	Staphylococcus pseudintermedius ED99	sdt
984962	Heterobasidion irregulare	hir
985002	Staphylococcus argenteus	suh
985762	Staphylococcus agnetis	sagq
990288	Acidithiobacillus caldus SM-1	acu
9913	Bos taurus	bta
992406	Riemerella anatipestifer RA-GD	rar
9925	Capra hircus	chx
9940	Ovis aries	oas
994484	Pseudomonas brassicacearum subsp. brassicacearum NFM421	pba
99598	Calothrix sp. PCC 7507	calo
996801	Polaribacter reichenbachii	prn
9978	Ochotona princeps	opi
998088	Aeromonas veronii B565	avr
9986	Oryctolagus cuniculus	ocu
99883	Tetraodon nigroviridis	tng
999541	Burkholderia gladioli BSR3	bgd
